id,name,type,question,ocena,answers/0,answers/1,answers/2,answers/3,correct_answer_index,answers/4
85,Matematyka,Egzaminy Gimnazjalne,"Kąt ostry rombu ma miarę 45º, a wysokość rombu jest równa h. h 45º Dokończ zdanie tak, aby otrzymać zdanie prawdziwe. Pole tego rombu można wyrazić wzorem",2,P = h^2,P = (h^2)√2,P = (h^2)√2 / 2,P = (h^2)√3 / 4,1,
86,Matematyka,Egzaminy Gimnazjalne,"Dokończ zdanie tak, aby otrzymać zdanie prawdziwe. Suma objętości 8 kul, z których każda ma promień 1, jest taka sama jak objętość jednej kuli o promieniu",1,8√3,8,2√2,2,3,
87,Matematyka,Egzaminy Gimnazjalne,"Dokończ zdanie. Wybierz właściwą odpowiedź spośród podanych. Odległość między punktami, które na osi liczbowej odpowiadają liczbom -2,3 i 1/3 , jest równa",3,"−2, 3 − 1/3","2,3 − 1/3","1/3 - 2,3","1/3 + 2,3",3,
88,Matematyka,Egzaminy Gimnazjalne,"Z cyfr 2, 3 i 5 Ania utworzyła wszystkie możliwe liczby trzycyfrowe o różnych cyfrach. Które z poniższych zdań jest prawdziwe? Wybierz właściwą odpowiedź spośród podanych.",3,Wszystkie liczby utworzone przez Anię są nieparzyste.,Wszystkie liczby utworzone przez Anię są mniejsze od 530.,Dwie liczby utworzone przez Anię są podzielne przez 5.,Wśród liczb utworzonych przez Anię są liczby podzielne przez 3.,2,
89,Matematyka,Egzaminy Gimnazjalne,Dane są liczby: I. 25^41 II. 125^41 III. 2^862 IV. 5^431 Która z tych liczb jest największa? Wybierz właściwą odpowiedź spośród podanych.,2,I,II,III,IV,3,
90,Matematyka,Egzaminy Gimnazjalne,Dokończ zdanie. Wybierz właściwą odpowiedź spośród podanych. Liczba √(3.stopnia)(81 ⋅ 64) jest równa,3,72,36,24√(3.st)3,12√(3.st)3,3,
91,Matematyka,Egzaminy Gimnazjalne,"W tabeli podano, w jaki sposób zmienia się cena biletu na prom w ciągu całego roku. Cena podstawowa biletu na prom: 40 zł, w sezonie zimowym: cena podstawowa obniżona o 20%, w sezonie letnim: cena podstawowa podwyższona o 200%, Cena biletu poza sezonem zimowym i letnim: cena podstawowa. Dokończ zdanie. Wybierz właściwą odpowiedź spośród podanych. Bilet na prom w sezonie letnim jest droższy od biletu w sezonie zimowym o",2,88zł,72zł,48zł,32zł,0,
92,Matematyka,Egzaminy Gimnazjalne,W klasie IIIa liczba dziewcząt stanowi 2/3 liczby wszystkich uczniów tej klasy. Dokończ zdanie. Wybierz właściwą odpowiedź spośród podanych. W klasie IIIa,3,jest więcej chłopców niż dziewcząt.,liczba dziewcząt stanowi 3/2 liczby chłopców.,jest dwa razy więcej dziewcząt niż chłopców.,stosunek liczby chłopców do liczby dziewcząt jest równy 1 : 3.,2,
93,Matematyka,Egzaminy Gimnazjalne,"Cenę roweru obniżono o 8%. Klient kupił rower po obniżonej cenie i dzięki temu zapłacił o 120 zł mniej, niż zapłaciłby przed obniżką. Dokończ zdanie. Wybierz właściwą odpowiedź spośród podanych. Przed obniżką ten rower kosztował",1,2 000zł,1 500zł,1 380zł,960zł,1,
94,Matematyka,Egzaminy Gimnazjalne,"W pewnym zakładzie każdy z pracowników codziennie maluje taką samą liczbę jednakowych ozdób. Pracownicy potrzebowali 12 dni roboczych, aby wykonać zamówienie. Gdyby było ich o dwóch więcej, to czas wykonania tego zamówienia byłby o 3 dni krótszy. Dokończ zdanie. Wybierz właściwą odpowiedź spośród podanych. Liczbę pracowników x tego zakładu można obliczyć, rozwiązując równanie",2,12x = 9(x - 3),12x = 9(x + 2),12(x - 3) = 9x,12(x + 2) = 9x,1,
95,Matematyka,Egzaminy Gimnazjalne,"Kasia ma 6 lat. Średnia arytmetyczna wieku Ani i Pawła jest równa 12 lat. Dokończ zdanie. Wybierz właściwą odpowiedź spośród podanych. Średnia arytmetyczna wieku Kasi, Ani i Pawła jest równa",1,6 lat.,9 lat.,10 lat.,15 lat.,2,
96,Matematyka,Egzaminy Gimnazjalne,"Ewa narysowała kwadrat o boku 1, prostokąt o bokach 2 i 1 oraz kąt prosty o wierzchołku O. Następnie od wierzchołka O kąta prostego odmierzyła na jednym ramieniu kąta odcinek OA o długości równej przekątnej kwadratu, a na drugim ramieniu - odcinek OB o długości równej przekątnej prostokąta. Dokończ zdanie. Wybierz właściwą odpowiedź spośród podanych. Długość odcinka AB jest równa",1,√7,√2 + √5,√5,√2 + √3,0,
97,Matematyka,Egzaminy Gimnazjalne,"Wiedząc, że każdy uczeń podał tylko jeden rodzaj zainteresowań, rozwiąż zadanie. Pływanie:70, informatyka:130, Narciarstwo:40, filatelistyka:20, modelarstwo:30, kolarstwo:60. Ilu uczniów brało udział w ankiecie?",1,250,320,350,370,2,
98,Matematyka,Egzaminy Gimnazjalne,"Wiedząc, że każdy uczeń podał tylko jeden rodzaj zainteresowań, rozwiąż zadanie. Pływanie:70, informatyka:130, Narciarstwo:40, filatelistyka:20, modelarstwo:30, kolarstwo:60. O ilu mniej uczniów interesuje się kolarstwem niż informatyką?",1,70,110,120,130,0,
99,Matematyka,Egzaminy Gimnazjalne,"Wiedząc, że każdy uczeń podał tylko jeden rodzaj zainteresowań, rozwiąż zadanie. Pływanie:70, informatyka:130, Narciarstwo:40, filatelistyka:20, modelarstwo:30, kolarstwo:60. Ile procent wszystkich uczniów interesuje się pływaniem?",1,5%,20%,50%,70%,1,
100,Matematyka,Egzaminy Gimnazjalne,Jacek i Paweł zbierają znaczki. Jacek ma o 30 znaczków więcej niż Paweł. Razem mają 350 znaczków. Ile znaczków ma Paweł?,1,145,160,190,205,1,
101,Matematyka,Egzaminy Gimnazjalne,"Paweł kupił australijski znaczek i 3 znaczki krajowe. Każdy znaczek krajowy kosztował tyle samo. Za wszystkie znaczki zapłacił 16 zł. Ile kosztował znaczek australijski, jeśli był pięciokrotnie droższy niż znaczek krajowy?",1,4zł,10zł,12zł,13zł,1,
102,Matematyka,Egzaminy Gimnazjalne,"Marta i Jacek, wyjeżdżając na wycieczkę rowerową, spotkali się w połowie drogi od swoich miejsc zamieszkania oddalonych o 8 km. Marta jechała ze średnią szybkością 16 km/h, a Jacek 20 km/h. Marta wyjechała z domu o godzinie 14:00. O której godzinie wyjechał Jacek, jeśli na miejsce spotkania dotarł o tej samej godzinie co Marta?",1,13:53,13:57,14:03,14:12,2,
103,Matematyka,Egzaminy Gimnazjalne,"Podczas pobytu w miejscowości górskiej Adam wypożyczył narty w wypożyczalni SUPER, a Bartek w wypożyczalni EKSTRA. Super:[Cena za wypożyczenie nart: 10 zł i dodatkowo 5 zł za każdą godzinę używania] Ekstra:[Cena za wypożyczenie nart: 18 zł i dodatkowo 3 zł za każdą godzinę używania] Koszt wypożyczenia nart w obu firmach będzie taki sam, jeżeli chłopcy będą używać nart przez:",1,4 godziny,6 godzin,8 godzin,10 godzin,0,
104,Matematyka,Egzaminy Gimnazjalne,"Różnica wysokości pomiędzy wjazdem do tunelu a najwyższym wzniesieniem wynosi 1800 m. Różnica temperatur wynosi średnio 0,6 C na każde 100 metrów różnicy wysokości. Ile wynosi temperatura powietrza przy wjeździe do tunelu, jeżeli na szczycie jest -10 C?",2q,około - 21 C,około - 6 C,około 1 C,około 6 C,2,
105,Matematyka,Egzaminy Gimnazjalne,Maciek wjechał na szczyt góry kolejką linową w czasie 10 minut. Z jaką średnią szybkością poruszała się ta kolejka? Wykorzystaj informacje zamieszczone na tablicy zawieszonej przed wejściem do kas. Długość trasy kolejki Długość trasy kolejki: 1200 metrów Cena biletu w górę: 10 zł,1,2 m/s,4 m/s,15 m/s,150 m/s,0,
106,Matematyka,Egzaminy Gimnazjalne,"Pasją Filipa są komputery. Filip wie, że elementarną jednostką informacji jest bit. Jeden bit informacji jest kodowany jedną z dwóch wartości 0 lub 1. Dwóm bitom odpowiadają cztery możliwości: 00, 01, 10, 11. Ile możliwości odpowiada trzem bitom?",1,2,4,6,8,3,
107,Matematyka,Egzaminy Gimnazjalne,"Filip zamieścił na swojej stronie internetowej następujące informacje dotyczące planet Układu Słonecznego. Nazwa planety (Merkury, Wenus, Ziemia, Mars, Jowisz, Saturn, Uran, Neptun, Pluton) Masa planety w stosunku do masy Ziemi (0,06, 0,82, 1, 0,11, 317,9, 95,18, 14,5, 17,24, 0,002) Liczba księżyców (0, 0, 1, 2, 16, 20, 17, 8, 1) Która z planet o masie mniejszej niż masa Ziemi ma najwięcej księżyców?",1q,Mars,Saturn,Neptun,Pluton,0,
108,Matematyka,Egzaminy Gimnazjalne,"Dorota stworzyła bazę danych o krajach azjatyckich. Zamieściła w niej następujące informacje na temat Mongolii: ludność w tysiącach: 2538, stolica: nazwa: Ułan Bator ludność w tys.: 627. W stolicy Mongolii mieszka:",3,prawie co drugi mieszkaniec Mongolii,prawie co czwarty mieszkaniec Mongolii,prawie co dziesiąty mieszkaniec Mongolii,prawie co trzysta czterdziesty mieszkaniec Mongolii,1,
109,Matematyka,Egzaminy Gimnazjalne,"Do pracowni komputerowej zakupiono 8 nowych monitorów i 6 drukarek za łączną kwotę 9400 zł. Drukarka była o 300 zł tańsza niż monitor. Cenę monitora można obliczyć, rozwiązując równanie:",2,8x + 6(x + 300) = 9400,8x + 6(x - 300) = 9400,8(x-300) + 6x = 9400,8(x + 300) + 6(x-300) = 9400,1,
110,Przyroda,Egzaminy Gimnazjalne,"Pod dwoma kloszami posadzono w glebie po 10 siewek fasoli jednakowej wielkości. Roślinom zapewniono takie same warunki: wilgotność, temperaturę i dostęp światła. Pod pierwszym kloszem obok roślin postawiono naczynie z wodorotlenkiem wapnia Ca(OH)2. Po upływie pewnego czasu porównano rośliny i stwierdzono, że rośliny pod pierwszym kloszem były mniejsze niż pod drugim. Przyczyną zahamowania ich wzrostu był",2,niedobór wody.,niedobór tlenu.,spadek temperatury.,niedobór tlenku węgla(IV).,3,
111,Przyroda,Egzaminy Gimnazjalne,W którym zestawie uporządkowano nazwy węgli kopalnych zgodnie z geologicznym czasem ich powstania (od najstarszego do najmłodszego)?,3,"Węgiel kamienny, węgiel brunatny, torf.","Węgiel brunatny, węgiel kamienny, torf.","Torf, węgiel brunatny, węgiel kamienny.","Węgiel kamienny, torf, węgiel brunatny.",0,
112,Przyroda,Egzaminy Gimnazjalne,"Występujące w pokładach węgla kamiennego skamieniałości roślin świadczą o tym, że węgiel jest skałą osadową pochodzenia",1,chemicznego.,okruchowego.,wulkanicznego.,organicznego.,3,
113,Przyroda,Egzaminy Gimnazjalne,"Człowiek w trosce o swoje środowisko naturalne coraz częściej czerpie energię z odnawialnych źródeł energii. Wskaż odpowiedź, w której wymieniono wyłącznie odnawialne źródła energii.",3,"Węgiel kamienny, wiatr, ropa naftowa.","Pływy morskie, wiatr, energia słoneczna.","Energia słoneczna, gaz ziemny, wody geotermalne.","Energia jądrowa, energia słoneczna, wody płynące.",1,
114,Przyroda,Egzaminy Gimnazjalne,Żelazo można otrzymać z rud przez redukcję jego tlenku węglem. Który zapis równania reakcji jest prawidłowy?,3,Fe2O3 + C → 3Fe + CO2,Fe2O3 + 3C → 2Fe + CO2,Fe2O3 + 2C → 2Fe + 2CO2,2Fe2O3 + 3C → 4Fe + 3CO2,3,
115,Przyroda,Egzaminy Gimnazjalne,Szklana płytka umieszczona nisko nad płomieniem świecy pokrywa się czarną substancją. Tą substancją jest,1,para wodna.,tlenek węgla(IV).,tlenek węgla(II).,sadza (węgiel).,3,
116,Przyroda,Egzaminy Gimnazjalne,"Na żarówkach do latarek znajdują się informacje o warunkach ich pracy. 2,4 V 0,75 A pierwsza żarówka 2,4 V 0,5 A druga żarówka Jeżeli w tym samym czasie każda z żarówek pracuje w warunkach zgodnych z umieszczoną na niej informacją, to",3q,pierwsza żarówka pobiera prąd o większej mocy.,do pierwszej żarówki przyłożone jest mniejsze napięcie.,przez drugą żarówkę płynie prąd o większym natężeniu.,opór pierwszej żarówki jest większy niż drugiej.,0,
117,Przyroda,Egzaminy Gimnazjalne,Paweł uchylił drzwi z ciepłego pokoju do zimnego korytarza. Wzdłuż pionowej szczeliny powstałej między drzwiami i framugą przesuwał zapaloną świeczkę. W którym fragmencie szczeliny płomień świeczki powinien odchylić się od pionu najmniej?,1,W środkowym.,W dolnym.,W górnym.,Wszędzie jednakowo.,0,
118,Przyroda,Egzaminy Gimnazjalne,"Uczniowie mieli otrzymać 5-procentowy wodny roztwór soli. Pracowali w czterech zespołach. W tabeli podano masy składników wykorzystanych przez każdy z zespołów. (Zespół, Masa soli, Masa wody) (I II III IV) (1 g 1 g 5 g 5 g) (20 g 19 g 100 g 95 g) Który zespół prawidłowo dobrał masy składników?",2,Tylko zespół III.,Tylko zespół IV.,Zespół I i zespół III.,Zespół II i zespół IV.,3,
119,Przyroda,Egzaminy Gimnazjalne,"Wybierz zdanie, które jest prawdziwe dla wody jako związku chemicznego.",3,Woda należy do węglowodanów.,Skład chemiczny wody można zmienić.,Składu chemicznego wody nie można zmienić.,Woda należy do wodorotlenków.,2,
120,Przyroda,Egzaminy Gimnazjalne,Ile atomów tworzy cząsteczkę wody i ile pierwiastków wchodzi w jej skład?,1,"Dwa atomy, trzy pierwiastki.","Trzy atomy, dwa pierwiastki.","Trzy atomy, jeden pierwiastek.","Dwa atomy, dwa pierwiastki.",1,
121,Przyroda,Egzaminy Gimnazjalne,"Ile gramów wodoru i ile gramów tlenu znajduje się w 72 g wody? (Masy atomowe: MH = 1 u, MO = 16 u)",1,"wodoru - 8 g, tlenu - 64 g","wodoru - 2 g, tlenu - 16 g","wodoru - 48 g, tlenu - 24 g","wodoru - 64 g, tlenu - 8 g",0,
122,Przyroda,Egzaminy Gimnazjalne,"Objętość (V) cieczy przepływającej przez rurę o polu przekroju S oblicza się według wzoru V = Svc t, gdzie vc oznacza prędkość przepływu cieczy, t - czas przepływu. Który wzór na prędkość cieczy przepływającej przez rurę jest rezultatem poprawnego przekształcenia podanego wzoru?",2,vc = V/St,vc = St/V,vc = VSt,vc = S/Vt,0,
123,Przyroda,Egzaminy Gimnazjalne,W ekosystemie wodnym fitoplankton (plankton roślinny) pełni rolę,2,producentów.,destruentów.,konsumentów I rzędu.,konsumentów wyższych rzędów.,0,
124,Przyroda,Egzaminy Gimnazjalne,"Żywych form fitoplanktonu nie spotyka się na dużych głębokościach w morzach i oceanach przede wszystkim dlatego, że",2,panuje tam za niska temperatura.,dociera tam za mało światła.,panuje tam za wysokie ciśnienie.,jest tam za mało pokarmu.,1,
125,Przyroda,Egzaminy Gimnazjalne,Które zdanie jest prawdziwe?,2,Ameryka Północna i Azja zajmują łącznie więcej niż połowę lądów Ziemi.,Europa ma najmniejszą powierzchnię spośród wszystkich kontynentów.,Afryka i Azja mają łącznie większą powierzchnię niż pozostałe lądy Ziemi.,Powierzchnia Azji stanowi mniej niż jedną trzecią powierzchni lądów Ziemi.,3,
126,Przyroda,Egzaminy Gimnazjalne,Jaką część powierzchni lądów na Ziemi zajmuje Afryka?,1,1/4,1/5,1/20,1/50,1,
127,Przyroda,Egzaminy Gimnazjalne,Jaką powierzchnię ma Australia?,1,"0,9 mln km2",6 mln km2,9 mln km2,90 mln km2,2,
128,Przyroda,Egzaminy Gimnazjalne,Powierzchnia Antarktydy jest większa od powierzchni Europy o,1,3 mln km2,"7,5 mln km2",30 mln km2,"34,5 mln km2",0,
129,Przyroda,Egzaminy Gimnazjalne,Określ oddziaływania między populacją mszycy a populacją brzozy.,2,Rywalizują o zasoby środowiska.,Obie odnoszą wzajemne korzyści.,Nie są zdolne do życia jedna bez drugiej.,"Jedna z populacji osiąga korzyści, a druga ponosi straty.",3,
130,Przyroda,Egzaminy Gimnazjalne,Między którymi organizmami zachodzą oddziaływania nieantagonistyczne?,3,Pająk - mucha.,Sosna - dąb.,Kleszcz - człowiek.,Pszczoła - lipa.,3,
131,Przyroda,Egzaminy Gimnazjalne,"Na południe od pewnego równoleżnika Słońce codziennie wschodzi i zachodzi, zaś na północ od tego równoleżnika występuje zjawisko dni i nocy polarnych. Powyższy opis dotyczy równoleżnika",2,66º33′N,66º33′S,23º27′N,23º27′S,0,
132,Przyroda,Egzaminy Gimnazjalne,Która cecha dotyczy południków?,2,Są różnej długości.,Mają kształt okręgów.,Łączą dwa bieguny Ziemi.,Wyznaczają kierunek wschód-zachód.,2,
133,Przyroda,Egzaminy Gimnazjalne,Który z podanych napojów ma najbardziej kwasowy odczyn?,3,Mleko.,Coca-cola.,Woda sodowa.,Sok pomarańczowy.,1,
134,Przyroda,Egzaminy Gimnazjalne,Wybierz zdanie prawdziwe.,,Woda sodowa ma odczyn zasadowy.,Woda destylowana ma odczyn obojętny.,Roztwór amoniaku ma odczyn kwasowy.,Preparat do udrażniania rur ma właściwości silnego kwasu.,1,
135,Przyroda,Egzaminy Gimnazjalne,"Tlenki azotu o ogólnym wzorze NxOy mogą reagować z parą wodną znajdującą się w chmurach, tworząc kwaśne deszcze. Wówczas może zajść reakcja NxOy + H2O → 2HNO3 Wartości indeksów stechiometrycznych x i y są rozwiązaniem układu równań",3,x:y=1:2; x+y=3,x:y=2:3; x+y=5,x:y=2:1; x+y=3,x:y=2:5; x+y=7,3,
136,Przyroda,Egzaminy Gimnazjalne,Wybierz zdanie prawdziwe.,3,Sód (Na) reaguje z wodą.,W reakcji srebra (Ag) z ZnCl2 wydzieli się cynk (Zn).,Złoto (Au) jest bardziej aktywne chemicznie niż potas (K).,W reakcji złota (Au) z kwasem siarkowym(VI) wydzieli się wodór.,0,
137,Przyroda,Egzaminy Gimnazjalne,Wybierz zdanie prawdziwe dotyczące sodu (23 11 Na ).,3,W jądrze atomu sodu jest 11 neutronów.,Liczba atomowa sodu jest równa 12.,"Atom sodu ma konfigurację elektronową: 2, 8, 1.",Sód leży w trzecim okresie i drugiej grupie układu okresowego.,2,
138,Przyroda,Egzaminy Gimnazjalne,"1 mol to taka ilość materii, która zawiera w przybliżeniu 6·10^23 (odpowiednio) atomów, cząsteczek lub jonów. Ile cząsteczek wody zawartych jest w 0,25 mola wody?",2,"1,5·10^23","0,5·10^22",10^23,"0,25·10^23",0,
139,Przyroda,Egzaminy Gimnazjalne,Zarodek kukurydzy znajdujący się w ziarniaku,3,"odżywia się autotroficznie, oddycha beztlenowo.","odżywia się kosztem bielma, oddycha tlenowo.","odżywia się kosztem łupiny owocowo-nasiennej, oddycha tlenowo.","odżywia się kosztem bielma, oddycha beztlenowo.",1,
140,Przyroda,Egzaminy Gimnazjalne,"W tabeli przedstawiono procentowy skład powietrza wdychanego i wydychanego. Składniki powietrza (Azot, Tlen, Dwutlenek węgla) Zawartość w powietrzu wdychanym (78,4%, 20,8%, 0,04%) Zawartość w powietrzu wydychanym (74,3%, 15,3%, 4,2%) Wybierz stwierdzenie objaśniające zasadność stosowania sztucznego oddychania metodą „usta - usta”.",3,Człowiek całkowicie wykorzystuje tlen zawarty w powietrzu wdychanym.,Człowiek nie wykorzystuje azotu zawartego w powietrzu.,Człowiek nie wykorzystuje całkowicie tlenu zawartego w powietrzu wdychanym.,Człowiek wytwarza dwutlenek węgla w swoim organizmie.,2,
141,Przyroda,Egzaminy Gimnazjalne,"Morze Bałtyckie jest słabo zasolone. Wartość zasolenia waha się od 0,2% w Zatoce Botnickiej do 1,8% u wybrzeży Danii, a średnie zasolenie Oceanu Atlantyckiego jest równe 3,4%. Która z poniższych odpowiedzi wyjaśnia tak niskie zasolenie?",2,"Duże parowanie, wąskie połączenie z oceanem, niewielki dopływ słodkich wód.","Duży dopływ słodkich wód, wąskie połączenie z oceanem, niewielkie parowanie.","Gorący klimat, duży dopływ wód słodkich, swobodna wymiana wód z oceanem.","Małe parowanie, niewielki dopływ wód rzecznych, swobodna wymiana wód z oceanem.",1,
142,Przyroda,Egzaminy Gimnazjalne,"W różnych publikacjach jako jednostka energii pojawia się czasem toe. 1 toe odpowiada energii, jaką uzyskuje się z 1 tony ropy naftowej i równa się 41 868 MJ (1 MJ = 1 000 000 J). Ilu dżulom równa się 1 toe?",2,"4,1868 · 10^11","4,1868 · 10^8","4,1868 · 10^9","4,1868 · 10^10",3,
143,Przyroda,Egzaminy Gimnazjalne,"Z zależności pokarmowych podanych wynika, że jeśli zniszczone zostaną wszystkie uprawy grochu, to wyginą",3,mszyce.,mszyce i oprzędziki pręgowane.,oprzędziki pręgowane.,"mszyce, małe pająki i małe ptaki.",2,
144,Przyroda,Egzaminy Gimnazjalne,"Mitochondria to elementy komórki, w których uwalniana jest energia potrzebna organizmowi. W organizmie człowieka najwięcej mitochondriów jest w komórce",3,kostnej.,tłuszczowej.,naskórka.,mięśniowej.,3,
145,Przyroda,Egzaminy Gimnazjalne,Jak nazywa się proces uwalniania energii w mitochondriach?,1,Mitoza.,Fotosynteza.,Osmoza.,Oddychanie komórkowe.,3,
146,Przyroda,Egzaminy Gimnazjalne,"W ciepły, słoneczny dzień postawiono na parapecie okiennym dwie identyczne szklanki. Do jednej z nich nalano 150 ml wody, a do drugiej 150 ml denaturatu o tej samej temperaturze. Po pewnym czasie zaobserwowano, że zmniejszyła się ilość obu cieczy, ale denaturatu ubyło więcej. Z tej obserwacji wynika, że",3,woda nagrzała się do wyższej temperatury niż denaturat.,denaturat paruje wolniej niż woda.,niektóre ciecze parują szybciej niż inne.,ciecze parują tylko w miejscach nasłonecznionych.,2,
147,Przyroda,Egzaminy Gimnazjalne,"Niektóre ssaki zapadające w sen zimowy zwijają się w kulę. Przyjmując taki kształt,",3,zajmują w norach maksymalnie dużo miejsca.,chronią się przed nadmiernym wypromieniowaniem ciepła.,bardziej nagrzewają wnętrze nory.,pobierają podczas snu najwięcej wilgoci potrzebnej do przetrwania.,1,
148,Przyroda,Egzaminy Gimnazjalne,Wapno gaszone Ca(OH)2 jest składnikiem zaprawy murarskiej. Jej twardnienie zachodzi pod wpływem dwutlenku węgla. Wybierz poprawnie zapisane równanie zachodzącej wtedy reakcji.,3,Ca(OH)2 + 2CO -> CaCO3 + H2O,Ca(OH)2 + CO2 -> CaCO3 + H2O,Ca(OH)2 + 2CO2 -> 2CaCO3 + 2H2O,Ca(OH)2 + CO -> CaCO3 + H2,1,
149,Przyroda,Egzaminy Gimnazjalne,"Szczątki roślin i zwierząt ulegają w glebie rozkładowi na proste związki mineralne. Aby ten rozkład był moŜliwy, potrzebny jest tlen, poniewaŜ",3,mikroorganizmy powodujące rozkład potrzebują go do oddychania.,jest on produktem fotosyntezy.,powoduje zwęglanie się resztek organicznych.,jest on składnikiem wody.,0,
150,Przyroda,Egzaminy Gimnazjalne,"W dniach równonocy wiosennej i jesiennej, gdy Słońce nad równikiem góruje w zenicie, oświetla ono",3,bardziej półkulę północną.,bardziej półkulę południową.,równomiernie obie półkule.,tylko obszary okołorównikowe.,2,
151,Przyroda,Egzaminy Gimnazjalne,Zjawisko nocy polarnej można zaobserwować na,3,przylądku Horn.,przylądku Dondra.,przylądku Morris Jesup.,Przylądku Południowo-Wschodnim.,2,
152,Przyroda,Egzaminy Gimnazjalne,"Dwie identyczne metalowe kulki, z których jedna miała ładunek +10 μC, a druga +2 μC, zetknięto ze sobą, a następnie rozdzielono. Po rozdzieleniu tych kulek każda z nich ma ładunek równy",3,+5 μC,+12 μC,+8 μC,+6 μC,3,
153,Przyroda,Egzaminy Gimnazjalne,"Zapis uzyskany za pomocą elektrokardiografu, czyli EKG pozwala ocenić",3,poziom cholesterolu we krwi.,zawartość hemoglobiny we krwi.,szybkość przepływu krwi w tętnicach i żyłach.,"zmiany, jakie zachodzą w sercu podczas jego pracy.",3,
154,Przyroda,Egzaminy Gimnazjalne,"Uczniowie przeprowadzili doświadczenie z siewkami rzodkiewki. Przygotowali trzy zestawy doświadczalne, z których każdy zawierał tę samą liczbę jednakowych siewek. Każdy zestaw siewek naświetlali przez 10 dni światłem o jednakowym natężeniu, ale o innej barwie: białej, czerwonej lub zielonej. Codziennie mierzyli przyrost roślin. Określ problem, który uczniowie chcieli rozwiązać.",3,Czy natężenie światła wpływa na wzrost siewek rzodkiewki?,Czy obecność światła wpływa na wzrost siewek rzodkiewki?,Czy barwa światła ma wpływ na wzrost siewek rzodkiewki?,Czy czas naświetlania ma wpływ na wzrost siewek rzodkiewki?,2,
155,Przyroda,Egzaminy Gimnazjalne,"Komórki bakterii, w przeciwieństwie do komórek organizmów jądrowych, nie mają",3,cytoplazmy.,mitochondriów.,rybosomów.,błony komórkowej.,1,
156,Przyroda,Egzaminy Gimnazjalne,"Proces rozpadu kwasów, zasad i soli na jony pod wpływem wody to",1,elektroliza.,dyfuzja.,dysocjacja.,dekantacja.,2,
157,Przyroda,Egzaminy Gimnazjalne,"Kwas, którego cząsteczka, rozpadając się całkowicie pod wpływem wody, utworzy największą liczbę jonów, to",3,HNO3,H3PO4,H2SO4,H2CO3,1,
158,Przyroda,Egzaminy Gimnazjalne,"Masa atomowa węgla wynosi 12 u, a masa atomowa wodoru 1 u. Masa cząsteczkowa etanu C2H6 jest równa",1,8 u,13 u,30 u,74 u,2,
159,Przyroda,Egzaminy Gimnazjalne,"Masa atomowa węgla wynosi 12 u, a masa atomowa wodoru 1 u. W jakim stosunku masowym łączy się węgiel z wodorem w etanie?",1,1:3,1:4,3:1,4:1,3,
160,Przyroda,Egzaminy Gimnazjalne,"Energię zużywaną przez organizm człowieka można wyrażać w kilokaloriach (kcal) lub w kilodżulach (kJ). Przyjmij, że 1 kcal = 4,19 kJ. Wskaż prawidłową odpowiedź.",3,"130 kcal to 54,47 kJ",5447 kcal to 130 kJ,"130 kcal to 544,7 kJ","544,7 kcal to 130 kJ",2,
161,Przyroda,Egzaminy Gimnazjalne,"Syrena alarmowa wydaje dźwięk o częstotliwości 170 Hz. Jaką długość ma fala dźwiękowa, jeśli jej prędkość w powietrzu ma wartość 340 m/s ?",1,"0,5 m",2 m,510 m,57 800 m,1,
162,Przyroda,Egzaminy Gimnazjalne,"Do cukrów prostych, które krążą we krwi człowieka, należy",2,celuloza.,glikogen.,glukoza.,sacharoza.,2,
163,Przyroda,Egzaminy Gimnazjalne,Wskaż równanie reakcji zobojętniania.,2,2Na + 2HCl → 2NaCl + H2↑,NaOH + HNO3 → NaNO3 + H2O,Na2O + 2HNO3 → 2Na NO3 + H2O,NaCl + AgNO3 → NaNO3 + AgCl↓,1,
164,Przyroda,Egzaminy Gimnazjalne,Proces prowadzący do rozwoju miast i obszarów miejskich oraz wzrostu udziału ludności miejskiej w ogólnej liczbie ludności to,1,aglomeracja.,demografia.,migracja.,urbanizacja.,3,
165,Przyroda,Egzaminy Gimnazjalne,"Następnego dnia po wycieczce rowerzyści odczuwali ból mięśni. Przyczyną tych dolegliwości był nagromadzony w mięśniach kwas mlekowy, powstający w wyniku",2,oddychania tlenowego.,oddychania beztlenowego.,wymiany gazowej w tkankach.,połączenia tlenu z hemoglobiną.,1,
166,Przyroda,Egzaminy Gimnazjalne,"Dwaj chłopcy, stojąc na deskorolkach, pociągnęli za końce napiętej między nimi liny. Jeżeli pierwszy chłopiec ma dwa razy większą masę od drugiego, to",3,żaden z chłopców nie uzyska prędkości.,obaj chłopcy uzyskają prędkość o takiej samej wartości.,uzyska on dwa razy większą szybkość niż lżejszy chłopiec.,uzyska on dwa razy mniejszą szybkość niż lżejszy chłopiec.,3,
167,Przyroda,Egzaminy Gimnazjalne,Woda w jeziorze ma zielony kolor wskutek występowania w niej glonów. „Zakwit wody” mógł być spowodowany,3,częstymi opadami kwaśnych deszczów.,nadmiernym nawożeniem okolicznych pól.,zanieczyszczeniem wody związanym z otwarciem kąpieliska.,przedostaniem się do wody paliwa z uszkodzonej łodzi motorowej.,1,
